Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Zip Code_enc,City_enc
0,0,1,1,0.3333333333333333,1,1,1,0,0,0,1,1,0,0.561377245508982,0.20969970523212975,0,0.4947368421052632,0.7855871886120996,1,0,0,0,1,0,0,0,0,1,0.0,0.0
1,0,0,0,0.5138888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.09030144620486369,0,0.23157894736842105,0.3125,0,0,1,0,0,1,0,0,0,1,0.5,0.23076923076923078
0,1,1,0,0.2222222222222222,1,0,0,0,1,1,0,1,1,0.7285429141716566,0.17732705416359618,0,0.43157894736842106,0.4541814946619217,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,1,1,0.05555555555555555,1,0,0,0,0,0,1,0,1,0.6022954091816368,0.034514323876197496,0,0.47368421052631576,0.838967971530249,0,1,0,1,0,0,0,0,0,1,0.0,0.0
0,0,1,0,0.41666666666666663,1,0,-1,-1,-1,-1,-1,-1,0,0.021457085828343297,0.06760086588061902,0,0.7684210526315789,0.1087633451957295,0,0,1,0,1,0,0,1,0,0,0.5,0.5
1,0,0,0,0.013888888888888888,1,0,0,1,1,0,0,0,1,0.6362275449101795,0.009476326455416361,1,0.6947368421052631,0.5060053380782917,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,1,0,0.19444444444444442,1,0,0,0,1,0,0,0,0,0.3158682634730539,0.07701386330140016,0,0.45263157894736844,0.5004448398576512,1,0,0,1,0,0,0,1,0,0,0.6,0.6
0,0,1,0,0.041666666666666664,1,1,-1,-1,-1,-1,-1,-1,1,0.05039920159680639,0.010253546425939574,0,0.23157894736842105,0.797153024911032,0,0,1,1,0,0,0,0,0,1,0.0,0.0
1,0,0,0,0.7222222222222222,1,0,1,0,1,1,0,0,0,0.3932135728542914,0.35029591930729553,0,0.2421052631578947,0.9063612099644128,1,0,0,0,1,0,0,1,0,0,0.3333333333333333,0.3888888888888889
1,0,0,0,0.40277777777777773,1,0,-1,-1,-1,-1,-1,-1,0,0.01447105788423153,0.06900561901252764,0,0.631578947368421,0.4726423487544483,0,0,1,0,1,0,0,0,0,1,0.25,0.25
1,0,1,1,0.9166666666666666,1,1,1,1,1,0,0,0,1,0.48802395209580846,0.5191426400147384,0,0.2210526315789474,0.4824288256227758,1,0,0,1,0,0,1,0,0,0,0.0,0.0
1,0,1,0,0.7916666666666666,1,0,1,0,0,0,1,1,1,0.5144710578842315,0.45059183861459107,1,0.8,0.5929715302491102,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.20833333333333334
1,0,0,0,0.8333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.02045908183632736,0.12585206337509214,0,0.3157894736842105,0.48687722419928825,0,0,1,0,0,1,0,0,0,1,0.0,0.0
0,0,1,1,0.1111111111111111,1,0,-1,-1,-1,-1,-1,-1,1,0.007984031936127761,0.017570928518791454,0,0.5578947368421052,0.7591192170818505,0,0,1,1,0,0,0,0,0,1,0.25,0.25274725274725274
1,0,1,1,0.25,1,0,0,0,0,0,1,0,0,0.3732534930139721,0.12467759764185705,0,0.7473684210526315,0.007117437722419906,1,0,0,1,0,0,0,0,0,1,0.2,0.47058823529411764
1,0,1,0,0.986111111111111,1,1,-1,-1,-1,-1,-1,-1,1,0.06087824351297402,0.19691299742078117,0,0.3894736842105263,0.447508896797153,0,0,1,0,0,1,1,0,0,0,0.0,0.0
1,0,0,0,0.4722222222222222,1,1,0,0,0,0,1,0,0,0.6666666666666665,0.3335252394988947,0,0.7684210526315789,0.4036921708185053,0,1,0,1,0,0,0,0,1,0,0.2,0.14285714285714285
0,0,1,0,0.7083333333333333,1,0,1,1,1,1,1,1,1,0.6516966067864272,0.49593542741341207,0,0.5052631578947369,0.8229537366548042,1,0,0,0,0,1,0,1,0,0,0.0,0.0
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0.5663672654690619,0.008670320560058955,1,0.8631578947368421,0.27602313167259784,0,1,0,1,0,0,0,0,0,1,0.5,0.2608695652173913
1,0,1,1,0.2638888888888889,1,0,-1,-1,-1,-1,-1,-1,0,0.016467065868263464,0.044007921886514374,0,0.6210526315789473,0.36321174377224197,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.2857142857142857
0,0,1,0,0.986111111111111,1,1,1,1,0,1,0,0,0,0.46506986027944114,0.5390740143699337,0,0.6736842105263159,0.5295818505338078,1,0,0,0,0,1,1,0,0,0,0.0,0.2608695652173913
1,1,1,0,0.6944444444444444,1,1,0,1,0,0,1,0,1,0.6936127744510978,0.5028728352984526,1,0.8631578947368421,0.8474199288256227,0,1,0,1,0,0,0,0,1,0,0.75,0.75
1,0,1,1,0.08333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.013736643330876937,0,0.2736842105263158,0.6799377224199287,0,0,1,1,0,0,0,0,0,1,0.0,0.0
0,1,1,0,0.9444444444444444,1,1,0,1,1,0,1,1,1,0.8657684630738522,0.8405087048636699,1,0.7789473684210526,0.952179715302491,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,1,0,0,0.027777777777777776,1,1,0,0,0,0,0,0,1,0.5618762475049899,0.01800847457627119,1,0.831578947368421,0.7506672597864769,0,1,0,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
1,0,0,1,0.861111111111111,1,1,-1,-1,-1,-1,-1,-1,0,0.07435129740518959,0.18868598010316878,0,0.43157894736842106,0.5631672597864769,0,0,1,0,0,1,1,0,0,0,0.75,0.75
0,0,0,0,0.16666666666666666,1,0,0,1,0,0,0,0,1,0.30439121756487025,0.0682859708916728,0,0.6842105263157894,0.4984430604982206,1,0,0,1,0,0,1,0,0,0,0.6666666666666666,0.3037974683544304
1,1,1,0,0.861111111111111,1,1,1,0,1,0,1,1,1,0.8612774451097804,0.7268906595431098,0,0.6631578947368422,0.6801601423487543,0,1,0,0,1,0,0,0,1,0,0.0,0.0
0,0,1,0,0.625,1,1,0,1,0,0,0,0,0,0.6272455089820359,0.4347653371407517,0,0.5263157894736843,0.8004893238434162,0,1,0,1,0,0,1,0,0,0,0.25,0.25
1,0,1,1,0.5972222222222222,1,1,0,0,1,0,1,1,1,0.8058882235528941,0.48474921702284457,0,0.7157894736842105,0.28403024911032027,0,1,0,1,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333
1,0,0,0,0.125,1,0,0,0,0,0,0,0,0,0.5234530938123751,0.07743989498894621,1,0.8,0.051823843416370086,0,1,0,1,0,0,0,0,1,0,0.5,0.5
0,0,1,0,0.9027777777777777,1,1,0,1,0,0,0,1,1,0.719560878243513,0.6829172807663966,0,0.6842105263157894,0.9686387900355872,0,1,0,1,0,0,0,0,1,0,0.0,0.3
0,0,0,0,0.06944444444444445,1,0,0,0,1,1,0,0,0,0.37524950099800397,0.03355863117170229,0,0.7684210526315789,0.7181939501779359,1,0,0,1,0,0,0,0,1,0,0.0,0.0
1,0,0,0,0.1111111111111111,1,0,1,0,0,0,0,0,1,0.312375249500998,0.04209077929255712,1,0.736842105263158,0.05916370106761559,1,0,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,0,1,0,0.8472222222222222,1,0,1,1,0,1,0,1,0,0.75,0.6748226787030215,0,0.45263157894736844,0.5108985765124555,0,1,0,0,1,0,1,0,0,0,0.25,0.25
1,0,1,0,0.3333333333333333,1,1,1,1,1,0,0,0,0,0.4765469061876247,0.17956084193072958,0,0.42105263157894735,0.05160142348754443,1,0,0,1,0,0,0,0,0,1,0.5,0.5
0,0,0,0,0.1388888888888889,1,1,0,0,0,0,0,0,0,0.5638722554890219,0.09053749078850407,0,0.18947368421052632,0.3104982206405693,0,1,0,1,0,0,0,0,1,0,0.5,0.5
1,0,0,0,0.16666666666666666,1,0,-1,-1,-1,-1,-1,-1,0,0.015469061876247525,0.025746131171702286,0,0.28421052631578947,0.7064056939501778,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.2653061224489796
0,0,0,0,0.16666666666666666,1,1,0,1,1,1,1,1,1,0.9421157684630739,0.15944523765659546,1,0.9684210526315791,0.4363879003558718,0,1,0,1,0,0,0,0,0,1,0.75,0.5714285714285714
1,0,1,1,0.7638888888888888,1,0,0,1,1,1,1,1,1,0.8498003992015968,0.6513391212232867,0,0.631578947368421,0.8649911032028469,0,1,0,0,1,0,1,0,0,0,0.25,0.25
0,0,1,1,0.9166666666666666,1,0,1,1,1,0,1,1,1,0.8443113772455091,0.8096098931466471,0,0.7894736842105263,0.5916370106761565,0,1,0,0,1,0,1,0,0,0,0.0,0.2653061224489796
1,0,0,0,0.8888888888888888,1,1,1,1,1,1,1,1,1,0.9635728542914173,0.844469648120855,0,0.7684210526315789,0.713967971530249,0,1,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,1,0.27095808383233533,0.005262067059690495,1,0.7052631578947368,0.3487544483985765,1,0,0,1,0,0,0,0,0,1,1.0,0.5454545454545454
1,0,1,1,0.8472222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.005489021956087831,0.13170136330140017,0,0.5473684210526315,0.5278024911032028,0,0,1,0,1,0,0,1,0,0,0.3333333333333333,0.3333333333333333
1,0,1,1,0.625,0,-1,0,1,1,1,0,1,0,0.32385229540918165,0.2607429071481209,0,0.17894736842105263,0.5629448398576512,1,0,0,0,1,0,1,0,0,0,0.0,0.0
0,1,0,0,0.15277777777777776,1,0,0,0,0,0,0,1,1,0.5983033932135728,0.10065862196020636,0,0.4842105263157895,0.518238434163701,0,1,0,1,0,0,0,0,1,0,0.0,0.375
0,0,0,0,0.9583333333333333,1,0,-1,-1,-1,-1,-1,-1,1,0.005489021956087831,0.14610008290346355,0,0.2736842105263158,0.5631672597864769,0,0,1,0,0,1,0,0,0,1,0.25,0.14285714285714285
1,0,0,0,0.3333333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.018962075848303367,0.06072102984524688,0,0.15789473684210525,0.5976423487544483,0,0,1,0,1,0,0,1,0,0,0.3333333333333333,0.5
0,0,0,0,0.7083333333333333,1,0,0,1,1,0,1,1,1,0.8028942115768463,0.5801112288135594,0,0.7684210526315789,0.8416370106761565,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,1,0,0.9027777777777777,1,1,1,1,0,1,1,0,1,0.8033932135728543,0.7388425755342668,0,0.5684210526315789,0.8618772241992881,0,1,0,0,0,1,0,1,0,0,0.0,0.0
0,0,1,1,0.5833333333333333,1,0,-1,-1,-1,-1,-1,-1,0,0.007984031936127761,0.09986413043478262,0,0.16842105263157894,0.31806049822064053,0,0,1,0,0,1,0,0,0,1,0.0,0.0
1,0,1,1,0.8194444444444444,1,1,1,1,1,1,1,1,0,0.7160678642714571,0.5980621315401622,0,0.5052631578947369,0.5814056939501778,1,0,0,0,0,1,0,1,0,0,0.25,0.25
0,0,0,0,0.09722222222222221,1,0,1,0,0,0,0,0,1,0.32385229540918165,0.040766626750184234,1,0.894736842105263,0.3854537366548042,1,0,0,1,0,0,0,0,0,1,0.25,0.25
0,0,0,0,0.3472222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.02045908183632736,0.062350313190862205,0,0.47368421052631576,0.06717081850533801,0,0,1,1,0,0,0,0,0,1,0.25,0.2653061224489796
0,1,0,0,0.9305555555555555,1,1,-1,-1,-1,-1,-1,-1,0,0.06536926147704591,0.19253753684598382,0,0.2210526315789474,0.9753113879003558,0,0,1,0,0,1,0,1,0,0,0.3333333333333333,0.3333333333333333
1,1,0,0,0.41666666666666663,1,1,0,1,1,0,1,1,1,0.8537924151696608,0.35937500000000006,0,0.5684210526315789,0.8122775800711742,0,1,0,1,0,0,0,0,1,0,0.2,0.2
1,1,0,0,0.625,1,1,1,1,0,1,1,0,1,0.7834331337325349,0.5049108787767135,0,0.30526315789473685,0.6076512455516013,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,0,0,0,0.05555555555555555,1,1,0,1,0,0,0,1,1,0.7025948103792414,0.04089904200442152,1,0.7052631578947368,0.8774466192170819,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,1,1,0.38888888888888884,1,0,-1,-1,-1,-1,-1,-1,1,0.009980039920159695,0.06261514369933678,0,0.37894736842105264,0.4326067615658362,0,0,1,1,0,0,1,0,0,0,0.2,0.2
0,0,0,1,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,1,0.024950099800399195,0.0024237748710390574,0,0.28421052631578947,0.3082740213523131,0,0,1,1,0,0,0,0,0,1,0.4,0.375
0,0,0,0,0.9166666666666666,1,0,0,1,1,0,1,1,0,0.8078842315369261,0.7726717943994106,1,0.7157894736842105,0.44439501779359425,0,1,0,1,0,0,0,0,1,0,0.25,0.25
1,0,0,0,0.3472222222222222,1,0,-1,-1,-1,-1,-1,-1,0,0.012475049900199597,0.0547162859248342,0,0.15789473684210525,0.41637010676156583,0,0,1,0,0,1,0,1,0,0,0.25,0.25
0,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,1,0.012974051896207595,0.0022856024318349305,1,0.6421052631578947,0.41614768683274017,0,0,1,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
0,0,0,0,0.5416666666666666,0,-1,0,0,0,1,0,1,1,0.22005988023952094,0.17208225865880622,0,0.5578947368421052,0.5411476868327402,1,0,0,1,0,0,0,0,1,0,0.0,0.0
0,0,1,1,0.18055555555555555,1,0,0,0,0,0,1,1,1,0.46107784431137727,0.10102132461311719,0,0.7157894736842105,0.608985765124555,1,0,0,0,1,0,0,0,1,0,0.6666666666666666,0.6666666666666666
0,1,1,1,0.15277777777777776,1,1,0,0,0,0,0,0,1,0.565369261477046,0.08927091009579957,0,0.2421052631578947,0.7095195729537366,0,1,0,1,0,0,0,1,0,0,0.25,0.2972972972972973
1,0,0,0,0.013888888888888888,1,0,-1,-1,-1,-1,-1,-1,0,0.0059880239520958,0.0022050018422991894,0,0.4842105263157895,0.12766903914590744,0,0,1,1,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333
1,0,1,1,0.08333333333333333,1,1,0,1,1,0,1,0,1,0.7534930139720559,0.059730794030950635,0,0.5684210526315789,0.24021352313167255,0,1,0,1,0,0,0,0,0,1,0.0,0.16666666666666666
1,0,1,1,0.3194444444444444,1,1,1,0,1,1,1,0,1,0.5848303393213574,0.20258382461311722,0,0.29473684210526313,0.12655693950177938,1,0,0,0,0,1,1,0,0,0,0.0,0.0
1,0,1,1,0.6666666666666666,1,0,1,0,1,1,1,0,0,0.5104790419161678,0.3481542464996316,0,0.47368421052631576,0.3200622775800711,1,0,0,0,1,0,1,0,0,0,0.0,0.21052631578947367
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.5144710578842315,0.008071573323507738,0,0.7263157894736842,0.10498220640569389,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,1,0,0.611111111111111,1,0,0,1,1,1,1,0,1,0.5229540918163673,0.3742688375092115,0,0.6421052631578947,0.3725533807829181,1,0,0,0,1,0,0,0,1,0,0.0,0.0
0,0,0,0,0.4444444444444444,1,0,0,0,0,0,1,1,0,0.7235528942115768,0.3306351326455417,0,0.7894736842105263,0.15858540925266895,0,1,0,1,0,0,0,0,1,0,0.0,0.0
0,0,1,0,0.1388888888888889,1,0,0,0,0,0,1,0,1,0.6127744510978044,0.09870117907148122,1,0.6631578947368422,0.80894128113879,0,1,0,1,0,0,0,0,1,0,0.75,0.75
0,1,0,0,0.06944444444444445,1,0,0,0,0,0,0,0,1,0.5279441117764472,0.04278739867354459,0,0.3263157894736842,0.7046263345195728,0,1,0,1,0,0,0,0,0,1,0.5,0.5
0,0,1,1,0.013888888888888888,1,0,0,0,0,0,0,1,1,0.62375249500998,0.009332396831245395,0,0.23157894736842105,0.5322508896797152,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
0,1,0,0,0.3611111111111111,1,1,0,0,0,0,1,1,1,0.7490019960079839,0.2768169675755343,0,0.5157894736842106,0.4508451957295373,0,1,0,1,0,0,0,0,1,0,0.0,0.0
1,0,0,1,0.2638888888888889,1,0,-1,-1,-1,-1,-1,-1,0,0.019461077844311364,0.0458905213706706,0,0.6736842105263159,0.6343416370106761,0,0,1,0,0,1,0,0,0,1,0.0,0.0
1,0,0,0,0.29166666666666663,1,0,0,1,1,1,1,1,1,0.8582834331337326,0.2578528002947679,0,0.15789473684210525,0.32651245551601416,0,1,0,0,1,0,0,0,0,1,0.0,0.2875
1,0,0,0,0.06944444444444445,1,0,0,0,0,1,0,0,1,0.5698602794411178,0.0459941507000737,0,0.3684210526315789,0.06516903914590744,0,1,0,1,0,0,0,0,0,1,0.0,0.0
1,0,0,0,0.5,1,0,0,0,1,1,0,1,1,0.688622754491018,0.3544238209285188,1,0.9157894736842105,0.12344306049822062,0,1,0,1,0,0,0,0,1,0,0.6666666666666666,0.6666666666666666
1,0,1,1,0.9583333333333333,1,1,0,1,0,1,0,1,1,0.746007984031936,0.7366951455416361,0,0.42105263157894735,0.712188612099644,0,1,0,0,0,1,1,0,0,0,0.4,0.4
0,0,0,0,0.05555555555555555,0,-1,0,0,0,1,0,1,1,0.21457085828343309,0.01870509395725866,0,0.5473684210526315,0.14701957295373658,1,0,0,1,0,0,0,0,1,0,0.0,0.2564102564102564
1,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.7225548902195609,0.7659877026529109,0,0.6421052631578947,0.6879448398576512,1,0,0,0,0,1,0,1,0,0,0.6,0.6
1,0,0,0,0.19444444444444442,1,0,1,0,0,1,0,0,0,0.37075848303393216,0.0915565125276345,0,0.5473684210526315,0.6616992882562277,1,0,0,0,1,0,0,0,0,1,0.25,0.25
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,1,1,0.4416167664670659,0.007231024318349301,0,0.3263157894736842,0.09675266903914592,1,0,0,1,0,0,0,0,0,1,0.0,0.0
1,0,1,0,0.8472222222222222,1,1,1,1,1,1,1,1,0,0.6941117764471056,0.6363704403095064,0,0.3684210526315789,0.700400355871886,1,0,0,0,0,1,0,0,0,1,0.0,0.0
0,0,0,1,0.4722222222222222,1,1,1,1,0,0,1,1,1,0.8507984031936129,0.39964075165806934,0,0.7684210526315789,0.7515569395017793,0,1,0,0,1,0,0,0,1,0,0.25,0.25
1,1,0,0,0.013888888888888888,1,1,0,0,0,0,0,0,1,0.5344311377245508,0.008301860722181283,0,0.47368421052631576,0.5402580071174377,0,1,0,1,0,0,0,0,1,0,0.4,0.2222222222222222
1,1,1,1,0.38888888888888884,0,-1,0,1,0,0,0,1,1,0.20508982035928147,0.1262665806927045,0,0.5684210526315789,0.06717081850533801,1,0,0,0,1,0,0,0,1,0,0.0,0.0
0,0,0,0,0.09722222222222221,1,0,0,0,0,0,0,0,1,0.26047904191616766,0.03713384303610907,0,0.631578947368421,0.5108985765124555,1,0,0,1,0,0,1,0,0,0,0.25,0.25
0,0,1,0,0.38888888888888884,1,0,0,1,1,1,1,0,0,0.7420159680638723,0.31875806005895363,0,0.4842105263157895,0.007562277580071164,0,1,0,0,1,0,1,0,0,0,0.0,0.0
0,0,0,0,0.16666666666666666,1,1,0,0,0,1,1,1,1,0.8123752495009979,0.13042902542372883,1,0.7894736842105263,0.7995996441281138,0,1,0,1,0,0,0,0,0,1,0.6666666666666666,0.6666666666666666
1,0,1,1,0.8888888888888888,1,1,1,1,0,1,1,1,0,0.9156686626746506,0.8056950073691969,0,0.42105263157894735,0.7942615658362989,0,1,0,0,0,1,1,0,0,0,0.3333333333333333,0.3333333333333333
1,1,0,0,0.4861111111111111,1,1,1,0,0,0,1,1,1,0.8033932135728543,0.40928979366249085,0,0.6105263157894736,0.32940391459074725,0,1,0,1,0,0,0,0,1,0,0.0,0.2653061224489796
0,0,0,0,0.3611111111111111,1,0,0,1,0,0,1,0,1,0.6706586826347305,0.24715595062638177,0,0.6210526315789473,0.2613434163701067,0,1,0,1,0,0,0,0,1,0,0.6666666666666666,0.5
0,0,0,0,0.611111111111111,1,0,1,0,0,1,1,0,0,0.46756487025948107,0.3194719509948416,0,0.7473684210526315,0.8505338078291814,1,0,0,0,1,0,0,0,1,0,0.4,0.4
1,0,0,0,0.7916666666666666,1,1,1,1,1,0,1,1,1,0.9421157684630739,0.744404016212233,1,0.8842105263157896,0.6083185053380783,0,1,0,0,0,1,1,0,0,0,0.6666666666666666,0.6666666666666666
0,0,1,1,0.7222222222222222,1,1,-1,-1,-1,-1,-1,-1,0,0.062375249500998015,0.14152312085482682,0,0.7473684210526315,0.7377669039145908,0,0,1,0,0,1,0,0,0,1,0.0,0.0
1,0,0,1,0.3611111111111111,0,-1,1,0,0,1,0,1,0,0.27195608782435127,0.13206982313927784,0,0.42105263157894735,0.28558718861209964,1,0,0,1,0,0,0,0,0,1,0.4,0.4
1,1,0,0,0.1111111111111111,1,1,0,1,1,0,1,1,1,0.8677644710578842,0.09551745578481946,1,0.7052631578947368,0.7880338078291814,0,1,0,1,0,0,0,0,1,0,0.5,0.5
1,1,1,0,0.7638888888888888,1,1,0,1,1,1,0,0,0,0.717564870259481,0.580876934414149,0,0.3894736842105263,0.6977313167259785,0,1,0,1,0,0,0,0,1,0,0.4,0.2653061224489796
1,0,1,1,0.6666666666666666,1,1,0,1,0,1,1,1,0,0.6097804391217565,0.4456406595431099,0,0.47368421052631576,0.27646797153024905,1,0,0,0,0,1,0,0,1,0,0.4,0.2653061224489796
1,0,0,0,0.5694444444444444,1,0,0,1,0,1,1,1,1,0.8008982035928143,0.4558711772291821,0,0.6736842105263159,0.796485765124555,0,1,0,0,0,1,1,0,0,0,0.3333333333333333,0.33884297520661155
1,0,0,0,0.4861111111111111,1,1,1,0,1,1,1,1,1,0.6726546906187625,0.35810841930729553,1,0.9894736842105263,0.4070284697508897,1,0,0,0,1,0,0,1,0,0,0.3333333333333333,0.4
1,0,1,0,1.0,1,0,1,1,1,0,1,0,1,0.5199600798403194,0.5770023489314665,0,0.736842105263158,0.7057384341637011,1,0,0,0,0,1,0,1,0,0,0.5,0.5
1,1,1,0,0.3333333333333333,0,-1,0,0,1,0,0,1,1,0.22055888223552894,0.10746361459100959,1,0.8421052631578947,0.4092526690391458,1,0,0,1,0,0,0,1,0,0,0.6,0.6666666666666666
0,0,0,1,0.861111111111111,1,0,-1,-1,-1,-1,-1,-1,0,0.01447105788423153,0.14394113854089904,0,0.3368421052631579,0.533585409252669,0,0,1,0,0,1,1,0,0,0,0.6,0.6
1,0,1,0,1.0,1,0,-1,-1,-1,-1,-1,-1,0,0.008483033932135703,0.17230678887251294,0,0.7789473684210526,0.7551156583629893,0,0,1,0,0,1,1,0,0,0,0.0,0.0
1,0,1,0,0.8194444444444444,1,0,1,0,1,0,0,0,1,0.625748502994012,0.5342034358879882,0,0.5578947368421052,0.6018683274021351,0,1,0,0,1,0,0,1,0,0,0.5,0.3
1,0,0,0,0.5972222222222222,1,0,0,1,1,0,1,0,1,0.7295409181636727,0.45528970154753134,0,0.631578947368421,0.4054715302491103,0,1,0,1,0,0,0,0,1,0,0.0,0.08333333333333333
0,0,0,0,0.2638888888888889,1,0,0,1,0,1,0,1,1,0.467065868263473,0.14183976602800297,0,0.35789473684210527,0.010676156583629859,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.2875
0,0,1,0,0.027777777777777776,1,0,-1,-1,-1,-1,-1,-1,0,0.012974051896207595,0.004133658806190126,1,0.6631578947368422,0.07984875444839856,0,0,1,0,1,0,0,0,0,1,0.5,0.5
1,0,0,0,0.5694444444444444,1,0,0,0,0,0,0,0,0,0.5159680638722555,0.33023788688282985,1,0.6736842105263159,0.31227758007117434,0,1,0,1,0,0,1,0,0,0,0.6,0.6
1,0,1,1,0.5138888888888888,1,1,-1,-1,-1,-1,-1,-1,1,0.05538922155688625,0.09923659727339722,0,0.3263157894736842,0.3892348754448398,0,0,1,0,0,1,1,0,0,0,0.5,0.33884297520661155
1,0,0,0,0.041666666666666664,1,0,0,0,0,0,0,0,1,0.5089820359281436,0.025596444362564485,1,0.8631578947368421,0.1941725978647687,0,1,0,1,0,0,1,0,0,0,0.25,0.25
1,0,1,1,0.8888888888888888,1,1,-1,-1,-1,-1,-1,-1,0,0.06337325349301395,0.18371177229182023,0,0.6000000000000001,0.6750444839857651,0,0,1,0,1,0,0,0,0,1,0.3333333333333333,0.3037974683544304
0,1,1,0,0.8194444444444444,0,-1,0,1,0,0,1,1,1,0.31636726546906185,0.34513748157700813,0,0.23157894736842105,0.7880338078291814,1,0,0,1,0,0,0,0,1,0,0.5,0.3076923076923077
0,1,1,0,1.0,1,1,0,1,1,1,1,1,1,0.9291417165668663,0.9237806282240237,0,0.3263157894736842,0.5344750889679715,0,1,0,0,0,1,1,0,0,0,0.25,0.25
0,0,1,1,0.8055555555555555,1,1,0,1,0,1,1,0,1,0.7599800399201597,0.6252705876934416,0,0.46315789473684205,0.8118327402135231,0,1,0,0,1,0,0,1,0,0,0.6666666666666666,0.625
1,0,0,0,0.5694444444444444,1,0,-1,-1,-1,-1,-1,-1,0,0.018962075848303367,0.0893054532056006,0,0.7894736842105263,0.18594306049822062,0,0,1,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,0.7085828343313374,0.7425444454679442,0,0.21052631578947367,0.6650355871886121,1,0,0,0,0,1,0,1,0,0,0.25,0.14285714285714285
1,0,1,0,0.4583333333333333,1,1,0,1,1,0,1,1,1,0.8567864271457086,0.39259395725865887,1,0.6947368421052631,0.2629003558718861,0,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333
1,1,0,0,0.3472222222222222,1,1,1,1,0,0,1,1,1,0.8408183632734532,0.30630526897568167,1,0.9368421052631579,0.659697508896797,0,1,0,1,0,0,0,0,0,1,0.5,0.5
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.5269461077844311,0.008215502947678704,1,0.7578947368421052,0.13701067615658358,0,1,0,1,0,0,0,0,1,0,0.5,0.5
1,0,1,1,0.9444444444444444,1,1,1,1,1,1,0,1,1,0.5978043912175648,0.6141016488577746,0,0.6526315789473685,0.6823843416370107,1,0,0,0,1,0,0,0,1,0,0.5,0.25
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,1,0,0,0.593812375249501,0.008986965733235078,1,0.9789473684210526,0.32362099644128106,0,1,0,1,0,0,0,0,1,0,0.25,0.25
0,0,0,0,0.5138888888888888,0,-1,1,1,0,1,0,0,1,0.21956087824351295,0.16014761422254975,0,0.2,0.45529359430604976,1,0,0,0,0,1,0,0,0,1,0.0,0.3037974683544304
0,0,1,1,0.9305555555555555,1,1,1,0,0,1,1,1,0,0.8587824351297406,0.7928507277081799,0,0.5368421052631578,0.6094306049822064,0,1,0,0,0,1,1,0,0,0,0.0,0.0
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0.2534930139720559,0.005060565585851143,1,0.7473684210526315,0.2746886120996441,1,0,0,1,0,0,0,0,0,1,0.6,0.6
0,0,1,1,0.06944444444444445,1,1,0,1,0,0,0,0,1,0.6147704590818364,0.04433032424465734,1,0.831578947368421,0.6941725978647687,0,1,0,1,0,0,0,0,1,0,0.4,0.4
